gas_used,amount_of_instructions,amount_of_lookup_reads,amount_of_lookup_writes,bundled_buys,bundled_buys_count,dev_balance,creation_ix_index,pf_program_index,deals_count,buy_count,sell_count,total_size,buy_size,sell_size,unique_traders,unique_buyers,unique_sellers,deals_count_gini,buy_count_gini,sell_count_gini,total_size_gini,buy_size_gini,sell_size_gini,holders_deals_gini,dev_net_position,start_cap,cutoff_cap,kolscan_count,pa_price_change_pct,pa_velocity_pct_per_sec,pa_max_runup_pct,pa_max_drawdown_pct,pa_acceleration,pa_n_buys,pa_n_sells,pa_buy_sell_ratio,pa_buy_vol_share,pa_vol_first_10s_share,pa_vol_first_30s_share,pa_vol_gini,pa_buyer_diversity,sn_first_trade_delay_s,sn_trades_in_first_slot,sn_buys_in_first_3_blocks,sn_unique_buyers_first_3_blocks,sn_first_block_buy_vol_sol,sn_top1_buyer_share,sn_top3_buyer_share,sn_top5_buyer_share,sn_buyer_hhi,sn_slot_clustering,sn_gas_fee_uniqueness,sn_first10_pct_zero_gas,sn_repeat_buyer_count,sn_avg_buy_per_buyer,sn_first_30s_top1_buyer_share,volume_usd_ext,n_trades_ext,volume_weighted_price_change_ext,price_volatility_ext,price_sustainability_ext,price_stability_near_peak_ext,sell_transactions_ext,buy_transactions_ext,gini_coefficient_buyers_ext,unique_buyers_ext,unique_sellers_ext,unique_wallets_ext,top20_token_share_ext,top20_unrealized_profit_usd_ext,top20_avg_unrealized_profit_pct_ext,avg_trade_size_ext,volume_per_second_ext,hurst_ext,target_3h_5x_h
188347,7,8,5,67062499999999,1,5991170236,2,11,3185,1840,1345,8698157941104905,4739213954707027,3958943986397878,868,867,654,0.4508536558898639,0.4373840328970464,0.4074087968805067,0.7354730964427196,0.7167700784017808,0.7086718956891811,47283.85395929814,0,3.181112146629385e-05,0.0003645638741075,4,-0.1113800241461817,-0.0018563337357696,0.0962914856162331,-0.2874795206001739,0.0607150426123627,244,159,1.5345911949685536,0.4894340674116176,0.2471866767825316,0.5664666611203145,0.1334690879305966,0.7745901639344263,0.0,2,3,3,0.89,0.0535393264793449,0.1392022488462967,0.199166294503163,0.016379558289345,0.0248138957816377,0.3548387096774194,0.1,35,1.291005291005291,0.0872038880103982,1524952.381459523,3185,6.060831605416669,0.481055044208674,0.810569075389944,0.1346938775510204,1345,1840,0.6973449543771724,867,654,868,30.01029026789769,33322.09387242236,58.45462089767231,478.791956502205,2166.125541845913,0.554144250552682,0
186187,5,0,0,164191417278373,1,25635111395,2,16,844,470,374,5324764486228172,2911438970748809,2413325515479363,306,306,229,0.339567264504538,0.3051175079961061,0.3365948205403639,0.6745828870205357,0.6545559689389457,0.6497338618846382,0.8999801064075676,0,3.8974103758931314e-05,6.997105536641437e-05,1,-0.8169603180577978,-0.013846785051827,0.0,-0.8432105150373035,0.3145589078671273,426,368,1.1576086956521738,0.4516255682697199,0.5726455440213957,0.8820687786282679,0.5559128479891287,0.6267605633802817,1.0,32,18,16,0.664122883,0.0363594976704463,0.0903890315919506,0.1345641222195956,0.0105472611384013,0.0428211586901763,0.2141057934508816,0.1,72,1.595505617977528,0.0418521311190379,594756.405595236,844,2.544506415799218,0.4642841507569613,0.1702955284292026,0.0130331753554502,374,470,0.6333767874916234,306,229,306,34.2606063650933,-8908.657965907925,-25.371536210243107,704.687684354545,9440.577866591047,0.6114446618127516,0
193152,5,0,0,18059880207935,1,895403000,2,14,765,439,326,2609079443327705,1691845044087317,917234399240388,319,318,197,0.3426639621365788,0.2324823426598472,0.3276758743109838,0.6430783132728453,0.628130308199063,0.6424396879321113,47629.22540340542,18059880207935,2.892446658679965e-05,0.0003464034132933,0,-0.1671696236909324,-0.0027861603948488,0.1042204357959833,-0.3488766829285565,-0.176660662490641,97,89,1.0898876404494382,0.4618923829317473,0.439118338291071,0.8247543203228468,0.4281665957418437,0.7835051546391752,0.0,2,15,13,0.492180146,0.070651994143426,0.1863108278009964,0.2890842342631649,0.0381418883046565,0.053763440860215,0.4193548387096774,0.4,14,1.2763157894736843,0.0802009265574805,365408.80696234416,765,6.613375541661185,0.6560775173922059,0.7542247447256464,0.1816993464052287,326,439,0.617313489195271,318,197,319,34.5093968431515,66733.9190010128,282.38225175880905,477.6585711926068,197.41156507960247,0.727849537694825,0
168457,8,8,3,10000000000,1,168184797503,3,16,2585,1494,1091,5131138186708296,2979504083018075,2151634103690221,853,853,481,0.4443935501280043,0.3675616887244171,0.4380005754891181,0.7848708699507481,0.757235609041099,0.7521856858065044,0.8455880559736471,0,4.939853054549133e-05,0.000602506320449,1,0.5064246256218512,0.0084404104270308,0.8043542009990928,-0.2984775608052712,-0.5434587428200557,963,690,1.3956521739130434,0.5131852820519949,0.1855999339252457,0.5863538392335286,0.1430812256739047,0.5742471443406023,0.0,1,3,3,0.0,0.0187416435638631,0.0541401910099165,0.0859571787303359,0.006696036053005,0.0187537810042347,0.191167574107683,0.1,147,1.7414104882459314,0.0258429958346405,1544599.200228042,2585,7.101458898402655,0.3556109533187965,0.834882987380042,0.2077369439071566,1091,1494,0.6817941123797269,853,481,853,30.862589379066407,80800.53550509523,83.88535418771663,597.523868560171,16973.617584923537,0.5092598821547116,0
203423,7,8,5,153285714285714,1,147922993102,2,11,2198,1203,995,5042765134146202,2892738995288779,2150026138857423,733,733,494,0.3900594239833557,0.3161695579151258,0.3954326287306979,0.738775946335906,0.7173702021031443,0.7209337572734309,49674.82245485237,0,3.805529667598632e-05,0.0002658539920272,3,-0.32412861642036,-0.0054937053630569,0.0784405314571057,-0.4747398023217298,-0.2834198797880922,264,255,1.035294117647059,0.466726255315902,0.1008848351103736,0.3608361544791578,0.2990864265615076,0.7424242424242424,1.0,3,7,7,0.000127695,0.0482771524428892,0.1396408283483058,0.1947594302720401,0.0180279258692664,0.0404624277456647,0.2813102119460501,0.0,40,1.346938775510204,0.1222578569828474,1100260.4771409258,2198,6.183452090471473,0.3216266749693763,0.5996467863853464,0.2402183803457688,995,1203,0.6752718407912894,733,494,733,30.9046720636587,7720.888603130852,42.18353937559393,500.5734654872274,4642.449270636818,0.550820607941335,0
191276,6,5,4,2000000000,1,3000015046,2,13,1419,891,528,3896989432924838,2355379109765097,1541610323159741,512,510,303,0.3979378633720929,0.3616711780110473,0.3466471647164717,0.7365428280986543,0.7203931808422579,0.6980560185722899,90585.43828753576,93331943798,3.176204916605261e-05,0.0005076865475265,3,0.2356073237810464,0.0039267887296841,0.2739315272351103,-0.2463829996709944,0.6788760616874439,215,131,1.6412213740458017,0.5394681054594248,0.275075411556828,0.4464141624337258,0.3266796912187135,0.7395348837209302,0.0,1,9,8,0.348969876,0.0695933481893901,0.1670240356545362,0.2428111918327821,0.0222358948195316,0.0462427745664739,0.3439306358381503,0.3,27,1.3522012578616351,0.0875153820332758,681816.365739895,1419,7.591817083364424,0.452356337705411,0.9699165907784376,0.0923185341789993,528,891,0.6675747838702446,510,303,512,43.2083682885473,138438.94145945652,363.6040410553133,480.4907440027449,1721.7584993431692,0.5301822996272354,0
209860,6,5,4,3121788286,1,18678872021,2,13,2761,1473,1288,5966134397544151,3365320674802457,2600813722741694,775,771,514,0.4872035611220806,0.3912341736206317,0.508951228943616,0.7203238389573683,0.6922012711880319,0.6870934445841879,288614.1108304221,0,3.400128230980036e-05,0.0003172321921888,1,-0.2277327749274975,-0.0037955462487916,0.0,-0.2919895919341782,0.0317537008429934,235,479,0.4906054279749478,0.4743527024770617,0.2133334536401768,0.5850733796371959,0.2594246903904809,0.7787234042553192,0.0,7,5,5,0.010027658,0.0457871631146213,0.1137811003398339,0.1707288844636442,0.0157058086245955,0.0476190476190476,0.2002801120448179,0.0,31,1.284153005464481,0.0438680027399028,1051565.8254073793,2761,5.558431123091732,0.3946854584478153,0.7720795834817287,0.2104310032596885,1288,1473,0.6583123850617354,771,514,775,27.880612348690896,31374.43025907372,87.87600514397043,380.8641164097716,2061.893775308587,0.5491400515904982,0
191926,5,7,2,17376518166910,1,799986960,2,11,3565,2154,1411,10678987181440049,5757517820177219,4921469361262830,934,923,720,0.4852431593141746,0.4873515070855101,0.4215105520119695,0.7229963254806557,0.7098225436883872,0.6903811229651955,656966.0871452427,17376518166910,2.888702997213313e-05,0.0006564759161354,2,0.5837235485343267,0.0097287258089054,0.5980776561341944,-0.2383995708714626,0.3277815107285105,193,150,1.2866666666666666,0.565757580141221,0.2609932428770918,0.4647007975733045,0.2404253194403935,0.8031088082901554,0.0,9,10,9,0.228947267,0.0445018546218936,0.121329374991998,0.1838931832245608,0.0179432794625601,0.0379008746355685,0.3294460641399417,0.3,20,1.2451612903225806,0.0662023670314286,1740090.854352862,3565,6.6480429174112485,0.6086804422468635,1.0,0.0328190743338008,1411,2154,0.6887117938745586,923,720,934,37.89944674672881,159791.6741752873,426.40132075966176,488.104026466441,315.3481069867456,0.6244344039129954,0
221415,6,6,4,5000000000,1,6430613237,2,13,4834,2726,2108,10034294745489739,5397401769743900,4636892975745839,1228,1226,994,0.4156935334539953,0.412394571517823,0.396266593870624,0.7250301013117946,0.7118011735864573,0.7046994576838435,290477.84837586584,129501999685,3.79211811941576e-05,0.0003079294528476,2,-0.3256758810576582,-0.0055199301874179,0.1928171167069135,-0.523679337152877,-0.0694943095186663,435,413,1.0532687651331718,0.4874819270059069,0.1900648821866657,0.5346618729371395,0.2013867223295626,0.6551724137931034,1.0,11,12,12,5.312162403,0.0391210550563907,0.1023470026222747,0.1536785688023268,0.0124137346905548,0.0235849056603773,0.2535377358490566,0.0,85,1.5263157894736843,0.0474577786782616,2303211.460627292,4834,6.229777495273093,0.3449991663799793,0.5653206258508358,0.0670252378982209,2108,2726,0.6824827437293304,1226,994,1228,29.99059031561429,11336.660414258937,24.581577461153685,476.460790365596,3897.142911382896,0.5334566880149666,0
208748,6,6,3,202999999999999,1,8100090784,2,12,1531,881,650,4105289430281747,2456302829435947,1648986600845800,548,544,312,0.4226008000114423,0.3264150864659143,0.4192603550295859,0.7451739316678836,0.7173442518023796,0.7032834294607311,182296.1803991809,0,4.252873563218386e-05,0.000476674094507,2,0.3955715431533845,0.0065928590525564,0.622625420036976,-0.421831560978124,-0.1474770020854911,556,414,1.3429951690821256,0.5176456607241561,0.1785774170323433,0.6101762020046408,0.1947532051726426,0.6007194244604317,0.0,12,14,14,10.197783481,0.0458378840745843,0.114471947661822,0.1572875465062981,0.0116216423618483,0.0206185567010309,0.2876288659793814,0.0,95,1.6646706586826348,0.0340133406978741,973241.4575129396,1531,6.582234942614727,0.3556379190328343,0.8600700604835727,0.1828870019595035,650,881,0.6536740001847103,544,312,548,36.5929751136998,80114.42172247804,125.92762403559564,635.6900440972827,8612.756261176457,0.4941884915219339,0
219598,5,9,5,126235294117647,1,215030212762,0,12,4255,2455,1800,12253145889494876,6505226520733210,5747919368761666,1129,1125,945,0.4167938724722333,0.4366084634532698,0.3827172251616697,0.7165871808595186,0.7061150852231699,0.7002750462770058,340111.5046942061,0,3.591177384280832e-05,0.0002986935808528,8,-0.2705520969544315,-0.0045092016159071,0.0087779376132664,-0.5015364022985267,0.6983003295170516,224,142,1.5774647887323945,0.4752821126772804,0.1127243610536133,0.2419834332651078,0.3661102355491235,0.6875,0.0,1,4,3,0.0,0.0588499003110243,0.1428013545552202,0.2134848500744167,0.0206647281323609,0.0327868852459016,0.2978142076502732,0.4,37,1.4545454545454546,0.1850193185325621,2227070.0387676004,4255,5.467712907641115,0.3409602652130675,0.7206346270363934,0.1497062279670975,1800,2455,0.668986582586508,1125,945,1129,37.69744952053061,4216.884591981641,7.313623026185325,523.4007141639484,2170.6335660502928,0.5386425532253523,0
202839,6,6,3,34612903225806,1,1100090828,2,12,2393,1302,1091,8019992178623102,4414090092748235,3605902085874867,691,684,530,0.4320295023534028,0.3856370316472184,0.4348114072254985,0.7172541366863892,0.7027256722379629,0.6949303437669327,363348.17774300656,0,2.9853991922957428e-05,0.000479517195201,0,0.1568936208726733,0.0026148936812112,0.384594679078742,-0.2868362491999835,-0.1522747159158878,181,140,1.292857142857143,0.5205154545678733,0.2120362011530128,0.6129780516670544,0.1927848124312154,0.6906077348066298,0.0,4,9,8,0.385029875,0.1018894105695688,0.2954792907032089,0.4330299949721268,0.0485001791464376,0.0342679127725856,0.3333333333333333,0.4,27,1.448,0.1614457877634694,1366558.0800990765,2393,6.643465579780657,0.5143742273835499,0.8355467765067734,0.0668616798997074,1091,1302,0.6784598787951448,684,530,691,36.187297563544,72887.30431418528,115.10977454182203,571.0648057246453,1949.4409131227908,0.642863166086481,0
191164,5,7,2,99948051904475,1,4059591829,2,11,1041,656,385,3469253159581741,2136742541547336,1332510618034405,417,415,253,0.3744923369661619,0.3202027622685865,0.298136645962733,0.7167209466386888,0.6998394738482081,0.6851903529986301,182837.5278994809,0,3.399765196991556e-05,0.0004596055086128,0,0.1089142299777693,0.0018152371662961,0.1942088273710989,-0.3066802491423991,0.5491176526196059,129,80,1.6125,0.5223952889871654,0.2852936626281487,0.4577766083345363,0.3579560419589822,0.8449612403100775,0.0,2,10,9,0.570913955,0.1021213222510547,0.2346843051579748,0.3410790095121911,0.0354833465447737,0.0382775119617224,0.5023923444976076,0.4,13,1.18348623853211,0.1665617434646451,569428.6069560107,1041,6.181485059780018,0.5120494000296438,0.9285764805632069,0.1037463976945245,385,656,0.6508519867273244,415,253,417,41.911497360261016,125327.94482552492,356.0159210406047,547.0015436657163,301.2849772254025,0.5461282507952061,0
204450,6,6,6,34199203154141,1,1102039280,2,9,765,582,183,2338384720309863,1568872645247095,769512075062768,487,487,106,0.3248594167304157,0.1603477352752316,0.4000927930714506,0.6676853945373982,0.5508157762587367,0.7970374155782285,0.4297231600058224,0,2.983021808809612e-05,0.0004373887252103,0,0.1800860293375126,0.0030014338222918,0.2760029853374429,-0.2265313725853421,-0.1027959355400239,129,52,2.480769230769231,0.5468339973517591,0.3782530447361492,0.6519869678168344,0.3158431587384864,0.8527131782945736,0.0,4,12,11,7.651492481,0.1067824199056039,0.2026243553403479,0.2888197324437543,0.0304589702679316,0.0497237569060773,0.3922651933701657,0.2,10,1.1727272727272726,0.1603401652524025,355677.35972734203,765,6.549481518016861,0.5645959939060866,0.9314142245880044,0.2104575163398692,183,582,0.4563703044860561,487,106,487,7.782009632645799,13265.917903665892,173.00544571962303,464.9377251337804,909.6607665660922,0.6248023474936929,0
222361,7,5,4,124858181791634,1,33147289647,4,13,1654,1025,629,7139096563825029,3942653448967608,3196443114857421,583,583,364,0.4112883990367963,0.3717692339873657,0.3545615751498103,0.7572930973137746,0.7321457742439577,0.7018255465016718,98798.31872099236,0,3.580753072167409e-05,0.0002732219479657,2,-0.2559127843625792,-0.0042652130727096,0.1144742637597501,-0.3692177540968513,-0.4196548156565606,263,156,1.685897435897436,0.4700259781106156,0.1503319311632494,0.4590685381633591,0.0980912131753126,0.688212927756654,0.0,2,8,8,0.380022763,0.0615580721018791,0.1667784053445912,0.2451330371199831,0.0222344334850175,0.0334128878281622,0.2386634844868735,0.0,32,1.4530386740331491,0.1173718258290628,891471.8759120376,1654,5.076221450670148,0.589690538563267,0.6307822459031487,0.2333736396614268,629,1025,0.6699494264280974,583,364,583,35.4642170465466,22113.315535297847,120.66225832029204,538.9793687497204,886.1549462346297,0.6083943045772859,0
198301,9,8,4,34612903225806,1,1084235869,4,14,1518,932,586,4281068932944194,2528456775757033,1752612157187161,580,572,304,0.4284425968833765,0.3374350970917494,0.3931763068079754,0.7766154441104298,0.7525461786279606,0.7281301279871177,518570.91856501467,34420065450311,2.9853991922957428e-05,0.0003518992532846,0,-0.0391891748727068,-0.0006642233029272,0.2700954127056492,-0.32948192900564,-0.2870186584570551,367,276,1.329710144927536,0.4934187713754036,0.1428428046854042,0.5479720336968104,0.2640474925723779,0.7057220708446866,1.0,11,10,10,0.179474512,0.0824438013936096,0.1676357295003396,0.2229412225815843,0.0205203776879997,0.0295489891135303,0.2332814930015552,0.0,53,1.416988416988417,0.1378057770869366,810956.8369182367,1518,9.71575777136264,0.4186051431874149,0.6825985860130935,0.2615283267457181,586,932,0.6865184762691918,572,304,580,38.23881305677529,56156.51208292486,221.18029700827603,534.2271652952811,1085.6182555799687,0.4979007501509326,0
193321,6,6,6,34199203154141,1,1102039280,2,9,759,619,140,2142972596276447,1467834389469390,675138206807057,548,548,85,0.2570107613744554,0.1135602514062001,0.3710924369747899,0.741325318170637,0.6521955652187799,0.8534502669029773,0.5200469566314787,0,2.983021808809612e-05,0.0004093776286799,0,-0.0787830063804746,-0.0013353051928894,2.721842556330083e-05,-0.1926741436282177,-0.0145136302369595,207,30,6.9,0.5000508731888383,0.7172891136725823,0.8144085044541641,0.6372813271324584,0.9130434782608696,1.0,4,14,13,3.45,0.1257876529058382,0.283292943082208,0.3671513783527668,0.0467667016736185,0.0548523206751054,0.2236286919831223,0.2,5,1.0952380952380951,0.1508820382748218,286124.0323089691,759,5.502354825291946,0.5784824766401895,0.9211919202258152,0.3122529644268774,140,619,0.6225295978176595,548,85,548,8.024412256388999,16075.465865111895,164.98934498454776,376.9750096297353,841.541271496968,0.604736417831117,0
